word,first appearance,num months,term frequency,relative term frequency
subtherapeutic,1975-3,342,1420,8.205627206832288e-07
subvalvular,1975-2,336,1047,6.047171985642572e-07
sucralfate,1980-1,289,2924,1.7496394689559387e-06
suits,1975-1,344,1101,6.355843277942038e-07
sulbactam,1982-4,300,2181,1.331625161291266e-06
sulfamethoxazole,1972-2,404,2864,1.6503984184236565e-06
sulfasalazine,1975-2,346,2521,1.4560573615859526e-06
sulfate-polyacrylamide,1970-9,451,12303,7.084916844112746e-06
sulindac,1976-5,336,3026,1.7627561665033602e-06
sulpiride,1975-2,408,4566,2.6371907627931215e-06
sumatriptan,1989-4,235,4779,3.2704295375790355e-06
sumo-1,1997-1,134,1265,1.1523593468122598e-06
superantigens,1989-5,234,2403,1.6480010917434582e-06
superdex,1990-9,189,568,4.036362024945586e-07
superhelical,1971-1,396,1518,8.743043365435193e-07
superiorly,1975-1,362,1397,8.064589517970052e-07
superose,1984-9,246,939,5.91077381380709e-07
supershift,1988-11,205,1596,1.0815251195593493e-06
suprabasal,1975-1,346,2655,1.5326761038089112e-06
supraglottic,1972-8,370,2458,1.4168210259454324e-06
supraorbital,1975-6,333,1437,8.317025654381321e-07
supraphysiological,1975-2,338,1455,8.403663074603574e-07
suprasellar,1975-1,397,2547,1.4703299572132944e-06
surgeries,1975-3,350,8072,4.664494564334523e-06
surges,1973-2,394,2713,1.5642450469167973e-06
survivin,1997-8,132,9535,8.96729090967786e-06
suum,1970-7,380,2227,1.2823730336135378e-06
svcam-1,1992-4,173,1887,1.4060821887572211e-06
swan-ganz,1974-8,382,1363,7.865836928941761e-07
sws,1975-3,374,4120,2.380787612123171e-06
sybr,1995-2,146,1177,9.763536535362756e-07
syk,1991-8,197,4601,3.3577704853528793e-06
sylvian,1975-1,361,1437,8.295501172027892e-07
sympathoadrenal,1974-8,370,1652,9.533648280712978e-07
symptom-limited,1975-3,356,1498,8.65635884213716e-07
synapsin,1983-2,297,2811,1.7313430688016722e-06
synaptogenesis,1970-6,385,3191,1.8374170077000348e-06
synaptophysin,1986-3,274,4478,2.8867461971905384e-06
synaptotagmin,1991-1,209,2232,1.6014960923929444e-06
syndecan-1,1992-10,181,2198,1.6654398406388353e-06
synergize,1975-3,337,1831,1.0580636208246423e-06
syntactic,1975-2,371,3416,1.9729837156595057e-06
syntaxin,1992-9,198,4016,3.0341310543120754e-06
synthase-2,1992-7,169,542,4.0728546988383766e-07
synthesised,1974-1,414,5776,3.332045048342202e-06
syringomyelia,1975-1,354,2380,1.3739243416441463e-06
t-all,1976-9,337,2773,1.6192806529233434e-06
t-butyl,1974-4,351,1557,8.983460892871763e-07
t-cell,1971-11,433,103137,5.942500377410742e-05
t-cell-mediated,1975-3,354,2187,1.2637821620663531e-06
t-cells,1972-7,424,15680,9.037719658462083e-06
t-dependent,1975-1,389,1440,8.31281954608223e-07
t-helper,1975-1,369,4817,2.7807535939915345e-06
t-independent,1975-1,344,878,5.068510806569582e-07
t-lymphocyte,1973-8,421,8247,4.756315715376263e-06
t-lymphocytes,1973-8,421,8307,4.790919685659103e-06
t-lymphotropic,1983-5,296,1243,7.679431767421493e-07
t-pa,1983-2,313,13412,8.260680625673435e-06
t-test,1975-1,398,11637,6.717797295677702e-06
t0,1975-2,371,4142,2.392300512371684e-06
t1-weighted,1983-8,298,10542,6.534277882726016e-06
t10,1975-6,345,1976,1.1436633746038615e-06
t2-weighted,1983-8,299,14261,8.839436244124047e-06
t2dm,1999-2,115,5097,5.263443402151274e-06
t47d,1980-6,307,2406,1.444427218846066e-06
ta100,1975-3,389,2661,1.5376883096746985e-06
ta98,1975-3,384,2956,1.7081573255912848e-06
taa,1974-12,371,4389,2.533490178675956e-06
tachyarrhythmia,1971-11,372,1924,1.1085614984087444e-06
tachyarrhythmias,1975-1,409,5164,2.9810694538867107e-06
tachycardias,1970-3,405,4169,2.4003042717584677e-06
tachypnea,1973-1,385,1535,8.849993100666453e-07
tacrolimus,1992-6,197,12994,9.735970366487483e-06
tailoring,1975-1,343,2848,1.6440909768918187e-06
talin,1984-7,267,2001,1.2566008296461749e-06
talus,1975-2,369,2125,1.2273391088338553e-06
tamoxifen,1975-4,394,26522,1.5334401027478182e-05
tamsulosin,1993-10,158,1726,1.3556536752272634e-06
tandemly,1974-7,377,3107,1.7929422423063351e-06
tanner,1975-4,339,2247,1.2991629254484382e-06
tanzania,1974-9,353,3391,1.957040719264394e-06
tapered,1970-1,406,4360,2.5101106595295376e-06
taqi,1978-4,316,1981,1.1697389819694562e-06
taqman,1996-10,148,4122,3.703479639425269e-06
tardive,1975-1,403,3486,2.012395065114073e-06
targeted,1974-5,380,68477,3.951149795034126e-05
targeting,1975-3,352,68589,3.963491299221266e-05
tartrate-resistant,1975-3,335,1779,1.0280148451376508e-06
tata-binding,1988-1,227,1019,6.790387694839787e-07
tata-less,1988-11,207,705,4.777413592038479e-07
tauopathies,1998-6,117,772,7.632345307580817e-07
taxane,1992-4,179,1501,1.1184575332933698e-06
taxol,1978-10,340,8440,5.001409084788318e-06
taxotere,1991-2,190,863,6.20663236548875e-07
tazobactam,1989-3,228,1991,1.3595984017011886e-06
tbi,1975-1,354,20557,1.1867127181167528e-05
tc-99m,1975-12,388,6741,3.915153531700311e-06
tcdd,1975-3,380,13664,7.895893672827914e-06
tcr,1977-4,343,44518,2.611331344389432e-05
tcr-mediated,1986-6,232,910,5.891421125489854e-07
tcrbeta,1996-3,141,781,6.812972521134995e-07
tcrs,1987-4,248,1876,1.2324588188125324e-06
tdt-mediated,1994-5,169,781,6.277508316738005e-07
technetium-99m,1974-6,406,3556,2.0519401221090985e-06
tegafur,1981-4,290,1438,8.697959244880873e-07
tegument,1975-2,366,2417,1.3959899416712604e-06
teicoplanin,1984-4,293,4092,2.5602349229520387e-06
telithromycin,1999-8,115,1599,1.7096547704386398e-06
telomerase,1987-12,219,24213,1.6106564173653444e-05
temporalis,1975-2,377,2405,1.3890590855272576e-06
temporomandibular,1975-1,413,8680,5.0107828930551216e-06
tenascin,1986-10,259,3904,2.5418686856521285e-06
tenascin-c,1994-2,182,1926,1.532504686989737e-06
tenofovir,1999-7,109,1725,1.8341116174217284e-06
tension-type,1989-2,227,2421,1.6498400855186602e-06
teratocarcinoma,1973-10,387,1712,9.874569008155866e-07
terbinafine,1985-12,233,2462,1.5804701648381594e-06
terbutaline,1970-7,411,5348,3.0795379361316567e-06
tert-butyl,1975-2,349,3782,2.1843748280515957e-06
test-retest,1975-3,405,10296,5.9496575860243125e-06
tetraspanin,1996-3,137,728,6.350632516499713e-07
tfiid,1985-7,248,2176,1.3876535077503938e-06
tfiih,1992-2,182,1306,9.679253478459486e-07
tfpi,1991-10,207,4298,3.1524301095371107e-06
tgf-alpha,1983-6,289,7586,4.691599845646736e-06
tgf-beta,1983-6,306,60805,3.760515800349984e-05
tgf-beta1-induced,1996-4,146,895,7.840333958911098e-07
tgf-beta3,1995-1,151,1168,9.655394059133251e-07
tgfbeta1,1995-9,165,4183,3.5614359861446603e-06
tgn,1986-9,234,2861,1.860105008005444e-06
th1-type,1989-10,206,1764,1.2226710909181821e-06
th2-type,1989-10,209,1964,1.3612959311583388e-06
tha,1973-2,380,5435,3.133679259120086e-06
thallium-201,1975-2,390,4079,2.355913517615669e-06
thc,1971-7,395,6128,3.5302367243960247e-06
thecal,1975-3,363,2259,1.3053881591714182e-06
ther,1975-1,343,790,4.5605051676423344e-07
thermolysin,1970-11,394,2092,1.2048157078186546e-06
thermophila,1975-4,355,1432,8.27948958274216e-07
thermotolerance,1976-3,334,2752,1.6011937625622654e-06
thiazide,1972-4,400,2489,1.4344346875607033e-06
thio,1974-11,364,2096,1.2098212315564895e-06
thioperamide,1988-7,214,1009,6.790992825019269e-07
third-generation,1976-3,337,3821,2.223169101290122e-06
thoracoabdominal,1975-2,374,3276,1.8921237273128049e-06
thoracostomy,1975-3,337,1399,8.084276381942515e-07
thp-1,1980-8,294,7371,4.431163143900885e-06
three-vessel,1975-3,346,1329,7.679773632309938e-07
three-way,1973-9,360,2436,1.4049810299905434e-06
thrice,1975-3,385,2267,1.3100110477386478e-06
thrombectomy,1973-2,391,3330,1.919991156001819e-06
thrombomodulin,1982-7,293,4016,2.4583800692340306e-06
thrombosed,1974-10,406,2632,1.5191008520551259e-06
thrombospondin,1978-12,322,3273,1.9419633219399737e-06
thrombospondin-1,1992-8,181,1191,8.973437431757422e-07
thromboxane,1975-8,405,21986,1.2739587318932965e-05
thy-1,1974-3,413,5596,3.228562085818928e-06
thylakoid,1970-3,408,4320,2.4872426130958456e-06
thymocyte,1971-6,425,7727,4.451252741861085e-06
thymomas,1975-2,359,2191,1.2654588176258716e-06
thyrotropin-releasing,1970-6,434,3682,2.1201408405990375e-06
tibiae,1971-11,389,2889,1.6645707738580366e-06
tic,1975-5,337,3418,1.9772067112839926e-06
ticarcillin,1973-7,369,2274,1.3114303934567018e-06
tie2,1996-12,134,1435,1.3008937924516602e-06
time-activity,1972-2,385,1663,9.58314444776027e-07
time-related,1972-2,384,1946,1.1213950147529455e-06
time-resolved,1975-2,357,9482,5.476531496452996e-06
timi,1987-4,249,4300,2.8249322606044185e-06
timolol,1975-2,403,6541,3.7778941698269403e-06
timp,1981-12,281,3323,2.0222006092001347e-06
timp-1,1990-4,218,9945,6.986844586599664e-06
timp-2,1989-10,228,5006,3.4697797512111223e-06
timp-3,1992-8,170,1810,1.363721389712925e-06
timps,1990-4,205,2666,1.8729942350804127e-06
tinnitus,1975-1,398,8617,4.9744143075410115e-06
tirofiban,1996-3,141,1571,1.3704455609094848e-06
tissue-engineering,1998-3,115,546,5.314661555470343e-07
tlr4,1998-1,131,9726,9.374474700861944e-06
tmax,1975-4,370,4736,2.738244599432044e-06
tmj,1975-2,394,9260,5.348310657788942e-06
tmp,1971-9,393,5002,2.8817779599818347e-06
tn,1972-9,376,7836,4.5169557439755314e-06
tn5,1978-2,357,3133,1.8478999638475743e-06
tnf-alpha,1985-9,283,105594,6.750927953387738e-05
tnf-alpha-induced,1987-11,226,3690,2.4508439069530774e-06
tnf-beta,1985-9,245,1476,9.4364922810011e-07
tnf-induced,1984-7,265,2255,1.4161093807356943e-06
tnf-mediated,1986-9,226,619,4.0244844458419076e-07
tnfalpha,1992-1,175,19016,1.4058257982938474e-05
tnfr,1990-8,210,2079,1.4740208023798418e-06
tnm,1973-10,395,6524,3.762949077640705e-06
tobramycin,1971-12,444,7360,4.2408446332607275e-06
tolerability,1975-2,370,17150,9.90534857247088e-06
tolterodine,1997-5,125,1384,1.2838457916827607e-06
tomogram,1975-3,339,895,5.171856584587957e-07
tomograms,1975-2,404,1975,1.1407034070338185e-06
tomographic,1975-1,417,20441,1.1800162801490754e-05
tonic-clonic,1972-9,376,2794,1.6105633420964312e-06
tonsillitis,1971-12,380,2462,1.4186086259630315e-06
topoisomerase,1978-7,357,18975,1.1224277500710554e-05
topoisomerases,1978-10,315,1738,1.0299110176969308e-06
topology,1972-3,379,12157,7.005861525475456e-06
topotecan,1991-2,207,4414,3.1745162527540376e-06
torsional,1971-6,394,5855,3.3728594284452765e-06
tortuosity,1974-8,360,2076,1.1980541059782168e-06
tourette,1975-10,363,2833,1.6434496463578874e-06
towns,1974-5,397,3309,1.9093059964320756e-06
toxicosis,1971-12,403,1887,1.087292638989537e-06
tp53,1990-11,218,6448,4.604221873236295e-06
tpa-induced,1977-12,344,2503,1.4747099093011574e-06
tpr,1975-2,352,3763,2.173400972490258e-06
trabeculectomy,1975-5,371,3915,2.264705756195679e-06
tractus,1970-8,405,3597,2.0713452081955164e-06
traf2,1994-8,171,1354,1.0993423579749417e-06
traf6,1996-10,135,1282,1.15183427892848e-06
trail-induced,1997-4,136,1553,1.4337739295691728e-06
trans-activation,1982-5,291,1989,1.2154695237223187e-06
trans-activator,1986-3,230,567,3.6551699281086094e-07
trans-splicing,1986-10,229,1123,7.311779031729868e-07
transactivates,1986-6,230,868,5.619509381236476e-07
transactivating,1986-4,258,1462,9.43817448466273e-07
transactivator,1985-2,266,2806,1.7778232208935436e-06
transcatheter,1975-6,396,6125,3.5450091950651076e-06
transconjugants,1974-6,355,1615,9.319131881907183e-07
transcranial,1975-8,331,12204,7.071496572375962e-06
transcribe,1970-10,379,1310,7.544171453558152e-07
transcript,1970-1,429,55037,3.168554136892825e-05
transcriptase,1970-6,455,21540,1.2402996661190458e-05
transcriptase-pcr,1992-6,204,1440,1.0789439224058777e-06
transcriptase-polymerase,1989-12,232,9081,6.322002172811092e-06
transcription-pcr,1989-12,210,5605,3.90208371089155e-06
transcription-polymerase,1989-7,237,12800,8.81624984723092e-06
transcriptionally,1974-6,402,9426,5.439141617266694e-06
transcriptomes,1999-11,98,538,5.860143720504013e-07
transcutaneous,1971-1,411,6934,3.99369319472514e-06
transcytosis,1983-6,265,1618,1.0006602359947825e-06
transducin,1981-1,294,2223,1.3414778049467833e-06
transendothelial,1975-8,339,2754,1.5957801999609473e-06
transfectant,1981-2,284,1891,1.1419971455880992e-06
transfections,1980-9,283,1935,1.1640448022327946e-06
transgene,1985-5,280,26745,1.7010636925223695e-05
transgenes,1986-8,258,5636,3.659194053744737e-06
transgenic,1982-6,304,91519,5.5973271462914824e-05
transgenics,1987-12,215,1141,7.589968084144294e-07
transluminal,1975-9,381,9674,5.608541391347956e-06
transporter,1973-1,385,53455,3.081930822124595e-05
transposable,1976-4,382,4034,2.3485619006492517e-06
transposase,1979-12,309,2837,1.696414267516576e-06
transposon,1975-10,388,9568,5.550485780569102e-06
transposons,1977-1,349,2648,1.5503075726502845e-06
transsphenoidal,1970-8,399,3370,1.9406264530494555e-06
transthyretin,1983-3,294,2932,1.807641815887622e-06
transversal,1975-1,374,2529,1.4599389327806916e-06
transwell,1988-2,227,1707,1.1392658527196577e-06
trastuzumab,1999-2,124,4392,4.535421507209809e-06
trbeta,1995-8,139,982,8.329492881532682e-07
treatment-related,1976-3,358,8951,5.207952532229229e-06
trh,1972-1,433,25354,1.460975399140954e-05
triacylglycerol,1974-3,418,9351,5.3949757084511784e-06
triacylglycerols,1972-5,417,4349,2.5064812293663723e-06
trichinella,1974-2,396,2960,1.7076454952182032e-06
trichloroethylene,1972-7,377,2127,1.2259712827518402e-06
trichostrongylus,1972-4,385,1516,8.736854103423167e-07
trichuris,1973-1,379,1730,9.974259325181085e-07
trimethoprim-sulfamethoxazole,1973-11,396,3128,1.8042770632353519e-06
triptan,1998-10,110,591,5.968609525214867e-07
triptans,1998-6,122,1062,1.0499418026749776e-06
trisphosphate,1980-5,310,2790,1.6738601827937033e-06
trochanter,1975-1,372,3076,1.7757106197047874e-06
troglitazone,1994-3,177,4345,3.468651415009322e-06
tropisetron,1991-8,191,1223,8.925349497036669e-07
true-positive,1975-4,343,1513,8.747812666682185e-07
truncal,1971-12,430,3525,2.0311110505766393e-06
truncations,1984-12,258,1885,1.191119778053881e-06
trypomastigotes,1975-1,374,1964,1.133776221423993e-06
tryptase,1981-4,279,5131,3.10356250942168e-06
tshr,1989-12,197,3250,2.2625819911503193e-06
tsk,1975-1,351,2294,1.3242783360217107e-06
tsst-1,1985-2,248,1754,1.1112979078571901e-06
ttp,1971-12,375,8075,4.652828860540812e-06
tuberculoid,1973-4,357,1492,8.603301419238718e-07
tuberous,1971-2,405,4120,2.3730496019078544e-06
tubulin,1971-9,430,20581,1.1857231546258726e-05
tumor-derived,1975-3,352,2507,1.4486977047555315e-06
tumor-free,1974-11,393,2528,1.4591736991292013e-06
tumoral,1973-6,411,7212,4.159033503725857e-06
tumoricidal,1975-1,379,2578,1.4882256104027768e-06
tunel,1994-5,183,12159,9.773140028580973e-06
tunel-positive,1994-7,173,2237,1.8104887427148497e-06
tunicamycin,1975-4,384,3974,2.297673994540317e-06
tv,1974-6,398,6741,3.88979987714776e-06
twice-daily,1974-11,374,3383,1.952683791200193e-06
two-hybrid,1991-11,206,10324,7.592339644934853e-06
two-part,1975-4,369,2157,1.2471270272328798e-06
tx,1975-1,388,7663,4.423690012613064e-06
txa2,1977-10,370,7975,4.693671786647054e-06
txb2,1977-4,361,7890,4.62810645294771e-06
typology,1975-1,345,1516,8.751551688792125e-07
tyrosine-based,1992-6,185,1340,1.0040172611276918e-06
tyrosine-phosphorylated,1982-8,267,3288,2.014389234436389e-06
tyrosines,1971-4,388,2435,1.4026198063620282e-06
tyrphostin,1989-6,215,1865,1.281628560477701e-06
tzds,1997-10,124,1345,1.2770739171959439e-06
u-73122,1990-5,196,962,6.774384936233158e-07
u-pa,1983-12,275,4064,2.5305449461977843e-06
u0126,1998-5,130,3254,3.200683204813837e-06
u1,1975-10,354,4953,2.873281361952212e-06
u46619,1977-5,331,3654,2.1447659959135235e-06
u6,1979-11,305,3028,1.8094409699197345e-06
u73122,1991-7,198,1556,1.1328888311494185e-06
u937,1980-7,334,10879,6.535728629314094e-06
ubiquitin,1975-5,346,18470,1.0684320642895068e-05
ubiquitin-conjugating,1988-8,215,1022,6.889538203071778e-07
ubiquitin-proteasome,1994-9,171,2568,2.092254659743823e-06
ucp1,1997-3,146,1782,1.6376783973646855e-06
ucp2,1997-3,150,2539,2.33337006223846e-06
ucva,1996-2,135,1153,1.0016995270301492e-06
udp-glucuronosyltransferase,1976-1,337,1373,7.979355787460198e-07
uft,1980-12,299,3270,1.971672428701467e-06
uicc,1975-1,349,2087,1.2047815550467787e-06
ultrasonographic,1975-7,395,11653,6.748490559765425e-06
unacceptably,1972-11,386,2337,1.3472657514831658e-06
unconventional,1975-4,339,2772,1.6027056650391946e-06
undergraduates,1972-6,400,3132,1.8051549748369696e-06
underlines,1970-12,389,3470,1.998512463977547e-06
underscore,1972-11,391,6695,3.859625248686262e-06
unglycosylated,1975-2,345,1207,6.971286138176299e-07
unilamellar,1975-7,396,4536,2.626890344039815e-06
univariate,1975-1,396,32542,1.878581761587555e-05
unliganded,1975-2,339,1918,1.1077818403498045e-06
unmedicated,1971-1,380,2147,1.2365819568899446e-06
unproven,1975-2,364,2205,1.2735448164605417e-06
unrecognised,1975-3,343,1202,6.945890072262261e-07
unremarkable,1974-11,395,3369,1.944602924195522e-06
unresectable,1974-10,407,8295,4.78759178107799e-06
unspliced,1978-12,312,1454,8.626992575926433e-07
untransfected,1984-9,261,1497,9.423246431596606e-07
untranslated,1970-12,396,10932,6.2961781718162955e-06
uo126,1999-12,104,331,3.626854035044897e-07
up-regulate,1984-6,272,3889,2.439127603696277e-06
up-regulated,1981-10,296,28466,1.7296994437885477e-05
up-regulation,1979-12,327,30734,1.837772157132691e-05
upar,1989-2,204,5501,3.7487692319034075e-06
upregulate,1984-12,259,3609,2.28050465729255e-06
upregulated,1983-12,268,26021,1.6202586133123165e-05
upregulating,1988-8,216,1535,1.0347789766844598e-06
upregulation,1980-2,302,29513,1.7670550532489163e-05
urealyticum,1975-6,373,2682,1.5522799446799375e-06
ureaplasma,1975-7,380,1971,1.141446399493491e-06
urethane-anesthetized,1975-1,365,1677,9.68097109637493e-07
urocortin,1995-11,153,1717,1.4735608043371834e-06
urodynamic,1974-8,413,7605,4.388825373778583e-06
urokinase-type,1981-10,304,3231,1.963275101131454e-06
uropathy,1975-1,377,1438,8.301273963379337e-07
urothelial,1974-5,401,8837,5.098983708211016e-06
urothelium,1975-1,383,3642,2.1024506101966306e-06
ursodeoxycholic,1974-2,372,3404,1.9637923195009335e-06
usa,1970-10,437,26580,1.5307181468364557e-05
user-friendly,1982-1,276,2000,1.2181297871632717e-06
uteroplacental,1975-1,373,1963,1.1331989422888484e-06
uti,1975-12,377,8625,5.009375346523539e-06
utilisation,1970-4,409,5980,3.4431076566172727e-06
utilised,1973-9,385,3856,2.2239765400835533e-06
utilising,1974-11,381,2566,1.481107480999023e-06
utr,1985-5,253,9016,5.734451393449873e-06
utrophin,1992-11,180,1467,1.1148437147675047e-06
uv-a,1975-9,333,1774,1.0284838152006691e-06
uva,1975-4,381,8131,4.701154315452269e-06
uvb,1975-4,369,11018,6.370350294878011e-06
v-src,1981-9,289,2356,1.4304853263426041e-06
v1,1970-7,412,12041,6.933566994944144e-06
v3,1973-9,367,7872,4.540234264402939e-06
vaccinations,1973-7,390,4349,2.508096209825504e-06
vaginosis,1982-12,274,3097,1.9038752188698056e-06
valproate,1975-4,395,7729,4.468727303422776e-06
